FID,YEAR_,DISTRICT,COSITE,ROADWAY,DESC_FRM,DESC_TO,AADT,AADTFLG,KFLG,K100FLG,DFLG,TFLG,COUNTYDOT,COUNTY,MNG_DIST,BEGIN_POST,END_POST,KFCTR,K100FCTR,DFCTR,TFCTR,Shape_Leng,Shape__Length
11013,2024,5,752089,75280001,I-4 / SR 400 EB,CONROY RD WB,21500,S,F,F,W,F,75,Orange,5,0,0.578,8,0,99.9,5.4,932.6561,932.656093322107
11014,2024,5,758158,75000279,SR 535,CENTRAL FLA PKWY,37000,S,F,F,F,F,75,Orange,5,0,5.021,9,0,52.9,5.4,8094.593,8094.59295031093
11015,2024,3,530304,53650000,COX RD,KIRKLAND RD,600,F,F,F,F,F,53,Jackson,3,10.286,15.828,9.5,0,56.5,12.5,8921.2862,8921.28618749266
11016,2024,3,610014,61060000,CR-280/BRICKYARD RD,US-90/SR-10,3900,C,F,F,F,F,61,Washington,3,13.412,14.205,9.5,0,55,11.5,1279.2934,1279.29339588178
11017,2024,3,553020,55160101,CYPRESS LAKE ST,COLEMAN ST,3300,F,F,F,F,1,55,Leon,3,0,0.753,9,0,66.1,5.8,1206.7727,1206.77272620911
11018,2024,2,745021,74030000,S SR-115,SR-200/ SR-A1A,23500,C,F,F,F,F,74,Nassau,2,4.25,4.611,9,0,53.2,8.5,580.9455,580.945488381907
11019,2024,7,102018,10190000,Bridge No-100817,Bridge No-100825,220000,E,F,F,F,F,10,Hillsborough,7,3.257,3.836,8,0,58.3,7.5,932.273,932.273032467789
11020,2024,3,575039,57030000,BUSINESS ENT/EXIT,BROOKS ST SE,34000,C,F,F,F,F,57,Okaloosa,3,11.15,11.383,9,0,57.5,5.4,376.218,376.218029568788
11021,2024,4,869241,86004000,N/A,N/A,21500,F,F,F,F,F,86,Broward,4,6.457,7.826,9,0,53.7,8.2,2200.7166,2200.71663474581
11022,2024,2,722752,72280235,GORE AT I-95 SB,GORE AT EMERSON ST,4200,C,F,F,W, ,72,Duval,2,0,0.108,8,0,99.9,0,178.1736,178.17360370275
11023,2024,5,750530,75008000,N/A,N/A,165000,S,F,F,F,F,75,Orange,5,7.251,7.795,8,0,52.9,2.8,874.9375,874.9374611895
11024,2024,5,758129,75000194,VINELAND RD,MILLENIA BLVD,18700,C,F,F,F,A,75,Orange,5,0,0.114,9,0,52.9,2.3,188.5639,188.563892846569
11025,2024,5,797101,79527000,MASON AVE,SR 40 / GRANADA BLVD,15600,F,F,F,F,1,79,Volusia,5,0,5.297,9,0,57.7,1.6,8394.845,8394.84497864711
11026,2024,3,577721,57040100,SR-85,SR-85,200,C,F,F,W,F,57,Okaloosa,3,0,0.683,9,0,99.9,3.9,1105.5708,1105.570836477
11027,2024,5,798172,79518000,COMMONWEALTH BLVD,SR-421/DUNLAWTON AVE,6300,F,F,F,F,1,79,Volusia,5,0,1.058,9,0,57.7,2.5,1702.2004,1702.20035475189
11028,2024,7,977328,08470015,US 98,SR 589 NB,500,C,F,F,W,F,08,Hernando,8,0,0.482,9.5,0,99.9,12.2,775.8005,775.800492500064
11029,2024,5,792002,79002020,I-95/SR-9,SR-442,6500,S,F,F,W,F,79,Volusia,5,0,0.214,9,0,99.9,8.6,341.096,341.096013453462
11030,2024,3,555077,55110000,THARPE ST,E BRADFORD RD,9400,E,F,F,F,D,55,Leon,3,0.411,0.678,9,0,66.1,4.9,429.7472,429.747206500167
11031,2024,5,737009,73513000,N/A,N/A,9500,S,F,F,W,2,73,Flagler,5,0.355,0.525,9,0,99.9,2.4,274.5148,274.514821240194
11032,2024,1,060019,06010000,HARDEE ST,COUNTY LINE RD,19400,S,F,F,F,2,06,Hardee,1,20.468,21.5,9,0,62.6,17.8,1661.6979,1661.69794514107
11033,2024,6,878673,87000978,MIAMI LAKEWAY DR S,MIAMI LAKESWAY S,19800,E,F,F,F,F,87,Miami-Dade,6,0,1.227,9,0,54.9,6,1984.6283,1984.62832680449
11034,2024,4,869499,86004000,MIRAMAR BLVD,N/A,35500,F,F,F,F,F,86,Broward,4,1.08,1.608,9,0,53.7,8.2,848.6971,848.697083396058
11035,2024,2,726001,72003064,GORE AT AIRPORT RD,INTL AIRPORT BLVD,2200,E,F,F,F,F,72,Duval,2,0,1.181,9,0,54.9,13.6,1917.9953,1917.99527142056
11036,2024,3,540375,54001000,Bridge No-540013,W END AUCILLA RV BRG,32151,C,A,A,A,1,54,Jefferson,3,17.086,19.487,10.5,0,54.1,12,3865.3037,3865.30370848517
11037,2024,5,750176,75040000,SR-426/FAIRBANKS AVE,PARK AVE,38000,S,F,F,F,2,75,Orange,5,18.125,18.455,9,0,52.9,12.1,531.0781,531.078119011507
11038,2024,7,082702,08150002,EB SR-50/CORTEZ BLVD,N/A,5900,F,F,F,W,F,08,Hernando,7,0,0.162,10.5,0,99.9,8.6,259.5301,259.530066842648
11039,2024,4,864170,86095146,US-441/SR-7 NB,SR-84 WB,11000,F,F,F,W,F,86,Broward,4,0,0.903,9,0,99.9,6.6,1452.9269,1452.92689902884
11040,2024,5,752438,75002145,SR 528,INNOVATION WAY,1600,R,F,F,W,F,75,Orange,5,0,0.41,9.5,0,99.9,4.5,667.2715,667.271478630556
11041,2024,2,729231,72000099,.079 S OF PRITCHARD,I-295/BR # 720400,5400,F,F,F,F,F,72,Duval,2,0,1.909,9,0,54.9,2,3076.8817,3076.88173173978
11042,2024,1,064008,06000008,SR 636/EAST MAIN ST,BOYD COWART RD,600,E,F,F,F,F,06,Hardee,1,0,3.5,9.5,0,60.3,22.7,5669.8959,5669.895894008
11043,2024,4,864002,86070007,SB I-95,SR-858/HALLANDALE WB,22500,F,F,F,W,F,86,Broward,4,0,0.266,8,0,99.99,2.5,425.7468,425.746755850084
11044,2024,5,702049,70225094,SR-406,I-95/SR-9,2100,F,F,F,W,1,70,Brevard,5,0,0.164,9,0,99.9,8,265.9549,265.954866616282
11045,2024,5,758169,75000307,LEEVISTA BLVD,CURRY FORD RD,12400,S,F,F,F,F,75,Orange,5,0,2.332,9,0,52.9,5.4,3751.1597,3751.1597329189
11046,2024,1,094115,09000005,S VERONA AVE,MEMORIAL DR,850,F,F,F,F,1,09,Highlands,1,0,0.306,9,0,64.3,2.7,487.8691,487.8690581708
11047,2024,3,553009,55090000,S OCALA RD,SR-366/STADIUM DR,29500,F,F,F,F,A,55,Leon,3,2.162,2.794,9,0,66.1,2.4,1008.3796,1008.3796262136
11048,2024,5,755039,75040000,HIGHLAND AVE,PRINCETON ST,16600,C,F,F,F,A,75,Orange,5,15.486,16.182,9,0,52.9,3.4,1120.1404,1120.14044318725
11049,2024,5,700440,70004000,CR-509/WICKHAM RD,N/A,4400,F,F,F,F,1,70,Brevard,5,0,0.134,9,0,53.8,6.8,216.048,216.047954523756
11050,2024,5,752003,75039007,SR 536 WB,RAMP 75280127,1600,S,F,F,W,F,75,Orange,5,0,0.407,8,0,99.9,2.8,666.1165,666.116535011481
11051,2024,7,105353,10190000,N/A,CR-579/MANGO RD,161000,S,F,F,F,F,10,Hillsborough,7,15.88,17.423,9,0,52.2,8.9,2484.4398,2484.43981407185
11052,2024,5,752314,75320025,NEW INDEPENDENCE PKY,N/B SR 429,7200,C,F,F,W,F,75,Orange,5,0,0.292,8,0,99.9,4.5,472.1251,472.125119842525
11053,2024,4,864287,86095115,SR-84 WB,I-595 WB,7000,F,F,F,W,F,86,Broward,4,0,0.023,9,0,99.9,4.3,36.5231,36.5231217295089
11054,2024,3,541501,54010000,CR-158A/OLD LLOYD RD,US-19/SR-57,5400,C,F,F,F,F,54,Jefferson,3,8.047,10.435,9.5,0,60.8,12.4,3844.5303,3844.53034399077
11055,2024,4,860331,86070000,Bridge No-860529,Bridge No-860531,259168,C,A,A,A,A,86,Broward,4,0.771,1.541,8,0,52.5,4.9,1238.5226,1238.52259483917
11056,2024,2,729230,72000095,SR 10/ ATLANTIC BLVD,17TH ST,6500,F,F,F,F,F,72,Duval,2,0,1.438,9,0,54.9,2,2314.414,2314.41396298833
11057,2024,1,045012,04040101,NB US17/SR35/BREVARD,SB US17 /SR35 DESOTO,11000,E,F,F,W,F,04,Desoto,1,0.651,0.737,9,0,99.9,25.4,138.422,138.422006466985
11058,2024,4,864246,86095041,RAMP 86095146,RAMP 86095044,2500,F,F,F,W,F,86,Broward,4,0,0.293,8,0,99.9,8.1,470.5127,470.512679091972
11059,2024,3,570298,57040000,EDGEWATER DR,BAY DR,40500,F,F,F,F,F,57,Okaloosa,3,16.203,17.949,9,0,52.4,5.9,2819.6417,2819.64173571346
11060,2024,5,752077,75280102,SR 423,I-4 EB,13000,S,F,F,W,F,75,Orange,5,0,0.088,8,0,99.9,7.8,139.5172,139.517224503729
11061,2024,5,750035,75000302,CR-527/ORANGE AVE,CR530/BOGGY CREEK RD,10900,F,F,F,F,1,75,Orange,5,0,1.149,9,0,52.9,27.8,1849.9757,1849.97570882777
11062,2024,7,977326,08470013,SR 589 NB,US 98,1700,C,F,F,W,F,08,Hernando,8,0,0.461,9.5,0,99.9,12.2,741.8234,741.823356397886
11063,2024,5,790133,79002000,Bridge No-790064,Bridge No-790228,52600,C,A,A,A,A,79,Volusia,5,16.315,23.257,9,0,53,16.4,11180.5865,11180.5864507984
11064,2024,3,555050,55160000,N/A,SCHOOL,4200,F,F,F,F,1,55,Leon,3,4.822,4.948,9,0,66.1,4.5,202.9734,202.973379842344
11065,2024,2,749119,74000020,SR-A1A/FLETCHER RD,BUCCANEER TRL,6500,F,F,F,F,F,74,Nassau,2,0,0.746,9,0,53.2,5.1,1200.7906,1200.79057630494
11066,2024,5,752083,75280163,SR 414,I-4 / SR 400,12000,S,F,F,W,F,75,Orange,5,0,0.242,8,0,99.9,3.5,392.4,392.400020280751
11067,2024,6,877095,87000311,ON RAMP FR NW 25 ST,NW 22 ST,12000,C,F,F,F,A,87,Miami-Dade,6,0.717,1.479,9,0,54.9,26.2,1227.6431,1227.64310607492
11068,2024,2,724040,72290245,GORE AT I-95 NB,GORE AT SR-102,9500,C,F,F,W,F,72,Duval,2,0,0.167,8,0,99.9,13.6,268.9986,268.998644923144
11069,2024,5,750565,75006000,75280098 WB OFF,FORMOSA AVE,74500,C,F,F,F,F,75,Orange,5,0,0.344,9,0,52.9,5.5,553.8198,553.819768429851
11070,2024,2,723911,72010000,OTIS RD,CR-115/CHAFFEE RD S,9100,C,F,F,F,F,72,Duval,2,7.265,10.038,9,0,54.9,11.2,4461.6003,4461.6003214158
11071,2024,4,864222,86095019,NB SR-817/UNIVERSITY,WB I-595/SR-862,11000,F,F,F,W,F,86,Broward,4,0,0.552,8,0,99.9,3,888.1599,888.159851978004
11072,2024,6,875391,87040102,NW 8 ST,SR-968 / WFLAGLER ST,15000,C,F,F,W,A,87,Miami-Dade,6,0,0.506,9,0,99.9,1.9,811.7065,811.706542705384
11073,2024,3,580115,58070000,CR-197/CHUMUCKLA HWY,CR191/WILLARD NORRIS,12000,C,F,F,F,F,58,Santa Rosa,3,0,4.425,9,0,55.2,5.5,7148.566,7148.56596832607
11074,2024,2,724029,72290456,I-95 NB,I-295 EB,4900,C,F,F,W,F,72,Duval,2,0,0.306,8,0,99.9,13.6,493.0472,493.047156142447
11075,2024,7,082704,08150004,N/A,WB SR-50/CORTEZ BLVD,5800,F,F,F,W,F,08,Hernando,7,0.164,0.532,10.5,0,99.9,6.9,596.2727,596.272663743154
11076,2024,3,571709,57040000,YACHT CLUB DR,MONAHAN DR,50500,F,F,F,F,1,57,Okaloosa,3,1.638,2.225,9,0,52.4,2.8,948.0142,948.014245376745
11077,2024,5,798269,79000420,E RHODE ISLAND AVE,FRENCH AVE,5000,C,F,F,F,F,79,Volusia,5,0,1.255,9,0,57.7,7.1,2018.8675,2018.86747413082
11078,2024,3,550011,55120000,COUNTY LINE RD,N/A,7800,F,F,F,F,A,55,Leon,3,0,1.476,9.5,0,66.1,4.5,2376.561,2376.56095630858
11079,2024,2,729159,72000112,SR-212/BEACH BLVD,SR-10/ATLANTIC BLVD,1800,S,F,F,F,F,72,Duval,2,0,2.518,9,0,54.9,2,4037.9106,4037.91063980557
11080,2024,1,064000,06000001,SR 62,CR 664,80,F,F,F,F,1,06,Hardee,1,0,5,9.5,0,60.3,23.7,8118.1258,8118.12578458366
11081,2024,5,752011,75280022,I-4 / SR 400 EB,CENTRAL FL PKWY SB,8700,S,F,F,W,F,75,Orange,5,0,0.358,9,0,99.9,5.4,576.7609,576.76094291732
11082,2024,6,878693,87000966,SW 162 AVE,SW 147 AVE,5000,S,F,F,F,F,87,Miami-Dade,6,0,1.514,9,0,52.7,8.5,2439.5103,2439.51026191037
11083,2024,2,724418,72002238,GORE AT 72002233,GORE AT SR-9B SB,1300,C,F,F,W,F,72,Duval,2,0,0.608,8,0,99.9,13.6,980.932,980.931999349613
11084,2024,3,530364,53690000,CR-286/OCHEESEE LNDG,53002022 EB OFF,1300,C,F,F,F,F,53,Jackson,3,0,2.66,9.5,0,56.5,12.5,4281.0051,4281.00511552642
11085,2024,2,724008,72280214,GORE AT PHILLIPS HWY,GORE AT I-95 NB,8200,C,F,F,W, ,72,Duval,2,0,0.313,8,0,99.9,0,494.4823,494.482349951448
11086,2024,5,758271,75040500,N/A,US-17/US-92,2400,C,F,F,F,A,75,Orange,5,2.063,2.152,9,0,99.9,9.3,144.3845,144.384477875839
11087,2024,7,100112,10190000,N/A,Bridge No-100607,152000,E,F,F,F,F,10,Hillsborough,7,28.673,29.866,8,0,52.2,8.9,1920.9146,1920.91461887473
11088,2024,6,878675,87000979,NW 38 ST,NW 41 ST,7300,C,F,F,F,A,87,Miami-Dade,6,0,0.186,9,0,54.9,3.3,300.8501,300.850145874826
11089,2024,6,871214,87038000,SR-9/NW 27 AV,NW 17 AV,35000,C,F,F,F,F,87,Miami-Dade,6,6.159,7.174,9,0,54.9,5.6,1636.3121,1636.31213776426
11090,2024,4,860119,86060000,N/A,PALM BEACH CO LINE,10900,C,F,F,F,A,86,Broward,4,12.961,27.627,9.5,0,53.7,32.1,23602.4688,23602.4688494661
11091,2024,2,729139,72000078,BOWDEN RD,N/A,15500,V,F,F,F,F,72,Duval,2,0,1.457,9,0,54.9,2,2356.3026,2356.3025632454
11092,2024,1,044143,04582000,SW STROBLE AVE,SR 35/US 17,3200,S,F,F,F,2,04,Desoto,1,0,3.173,9.5,0,55.2,19.4,5104.2543,5104.25431005964
11093,2024,4,864000,86070009,NB I-95,EB SR-858/HALLANDALE,15500,F,F,F,W,F,86,Broward,4,0,0.25,8,0,99.99,2.5,402.6576,402.65763327092
11094,2024,5,702104,70225106,70225106 SB OFF,SR-407,3500,S,F,F,W,F,70,Brevard,5,0,0.102,9,0,99.9,8.9,163.7385,163.738455187487
11095,2024,5,752040,75280128,ORANGE BLOSSOM TR,MP 14.884 WB ON,8300,S,F,F,W,F,75,Orange,5,0,0.111,8,0,99.9,7.2,180.0786,180.078576493779
11096,2024,3,530341,53502000,US-231/SR-75/HWY 231,SR-71/BRYAN ST,1450,F,F,F,F,1,53,Jackson,3,0,12.5,9.5,0,56.5,22,20149.6098,20149.6097899531
11097,2024,1,094119,09000015,LAKEVIEW DR,CR 634/LAKEVIEW DR,1200,F,F,F,F,1,09,Highlands,1,0,0.933,9,0,64.3,2.5,1498.3741,1498.37411434209
11098,2024,6,878669,87000973,NW 117 AVE,NW 107 AVE,4700,E,F,F,F,F,87,Miami-Dade,6,0,1.004,9,0,54.9,7.8,1616.3868,1616.38682972241
11099,2024,4,869613,86000662,S ANDREWS AVE,US-1/S FEDERAL HWY,2500,S,F,F,F,2,86,Broward,4,0,0.38,9,0,55.8,2.4,604.2684,604.26841646799
11100,2024,2,724233,72008121,GORE AT ATLANTIC EB,GORE AT KERNAN SB,8500,C,F,F,W,F,72,Duval,2,0,0.271,9,0,99.9,13.6,435.1596,435.159566052811
11101,2024,3,530337,53735000,CR-280/CORBIN RD,US-90/SR-10/HWY90,650,F,F,F,F,F,53,Jackson,3,0,4.426,9.5,0,56.5,12.5,7141.2282,7141.22815138338
11102,2024,5,750226,75060000,Bridge No-750560,75060004 WB OFF,53000,C,F,F,F,F,75,Orange,5,5.217,5.475,9,0,52.9,5.3,414.6311,414.631116657707
11103,2024,7,105608,10160000,W LUTZ LAKE FERN RD,COUNTY LINE RD,42000,E,F,F,F,F,10,Hillsborough,7,11.628,12.767,9,0,55.4,5.5,1832.6746,1832.67455059957
11104,2024,7,102682,10190007,I-275/SR-93 NB,I-4/SR-400 EB,82000,E,F,F,W,F,10,Hillsborough,7,0,0.317,9,0,99.9,7.5,515.124,515.123955340916
11105,2024,4,864168,86095149,SR-84 EB,SR-7 SB,9100,F,F,F,W,F,86,Broward,4,0,0.448,9,0,99.9,3.3,721.1374,721.13742660144
11106,2024,5,752439,75002146,INNOVATION WAY,SR 528,1500,R,F,F,W,F,75,Orange,5,0,0.48,9.5,0,99.9,4.5,773.3316,773.331603956898
11107,2024,5,730104,73050000,CR-304,N/A,4900,S,F,F,F,2,73,Flagler,5,5.977,14.979,9.5,0,56.4,12.7,14497.4801,14497.4801081128
11108,2024,1,050005,05030000,HENDRY/GLADE CO LINE,SR 25/US 27,450,F,F,F,F,1,05,Glades,1,0,9.225,9.5,0,56.3,43.7,14846.222,14846.2220140245
11109,2024,4,864011,86070014,EB HOLLYWOOD BLVD,SB I-95,14500,F,F,F,W,F,86,Broward,4,0,0.166,8,0,99.99,3.7,266.4191,266.419060425947
11110,2024,5,970399,70470000,N/A,N/A,26000,C,F,F,F,F,70,Brevard,8,0.815,1.67,10.5,0,99.9,16,1375.5356,1375.53562270717
11111,2024,5,752067,75280078,PRINCETON ST,I-4 EB,11500,S,F,F,W,F,75,Orange,5,0,0.093,8,0,99.9,5.4,145.0252,145.025248821027
11112,2024,3,530123,53130000,53002018 EB ON,CR-69A/SHADY GROVE,2700,C,F,F,F,A,53,Jackson,3,3.622,7.368,9.5,0,56.5,17.6,6036.2437,6036.24373356544
11113,2024,7,089036,08610000,CR-595/OSOWAW BLVD,CR-550/CORTEZ BLVD,6900,C,F,F,F,F,08,Hernando,7,0,7.261,9.5,0,55.1,6.9,11685.3747,11685.3747252082
11114,2024,3,555114,55090003,CHAMPIONS WAY,ST AUGUSTINE,14000,F,F,F,F,F,55,Leon,3,3.103,3.275,9,0,66.1,1,276.6041,276.604051315469
11115,2024,5,755148,75040000,ROSALIND AVE,SR-527/ORANGE AVE,14000,C,F,F,W,A,75,Orange,5,14.476,15.26,9,0,99.9,3.3,1261.7637,1261.76367300623
11116,2024,5,702120,70004019,SR 404,CR 3,3800,S,F,F,W,F,70,Brevard,5,0,0.23,9,0,99.9,5.4,367.3077,367.307738337977
11117,2024,2,740109,74040001,.183 S OF PICKETT ST,WARRIOR DR,11400,C,F,F,F,F,74,Nassau,2,0,0.538,9.5,0,53.2,31.1,866.1546,866.154589955128
11118,2024,7,100063,10180101,SR573/DALE MABRY HWY,SR573/DALE MABRY HWY,10750,F,F,F,F,F,10,Hillsborough,7,0,0.11,9,0,99.9,15.2,177.1526,177.152559634727
11119,2024,5,752315,75320026,STONEYBROOK PKWY,S/B SR 429,10500,C,F,F,W,F,75,Orange,5,0,0.236,8,0,99.9,4.5,377.7633,377.763284704167
11120,2024,4,864291,86095111,I-595 REV LANES,I-75 SB,1400,F,F,F,W,F,86,Broward,4,0,0.021,8,0,99.9,7.2,34.8336,34.8336115106328
11121,2024,3,557701,55080027,LAFAYETTE ST,APPALACHEE PKWY,2700,F,F,F,W,F,55,Leon,3,0,0.05,9,0,99.9,2.4,74.6759,74.6759153348052
11122,2024,4,860449,86065000,N/A,COPANS RD,33000,C,F,F,F,A,86,Broward,4,6.533,8.633,9,0,55,9,3379.4523,3379.4522662303
11123,2024,2,729019,72000083,DEEDER LN,BEG OF I-95 OVERPASS,22000,C,F,F,F,F,72,Duval,2,0,2.424,9,0,54.9,2,3908.7371,3908.73705174702
11124,2024,1,051234,05000002,US27/SR25/HICPOCHEE,UP 050064,200,V,F,F,F,F,05,Glades,1,0,2.5,9.5,0,56.3,29.1,4024.2058,4024.20580654532
11125,2024,4,864264,86095057,WB I-595,RAMP 86095062,16500,F,F,F,W,F,86,Broward,4,0,0.561,8,0,99.9,7.2,894.212,894.211968597243
11126,2024,3,575128,57040001,US-98/SR-30,CHESTNUT AVE SE,20800,C,F,F,F,F,57,Okaloosa,3,0,0.303,9,0,52.4,2,490.6667,490.666693197789
11127,2024,5,750016,75000303,N. END BRIDGE 755904,FROM TERMINAL B,20000,F,F,F,W,1,75,Orange,5,0,1.471,9,0,99.9,1.4,2367.5737,2367.57367269077
11128,2024,5,798169,79507000,US92/SR600/INTL SPWY,E END SR 9 OPASS,9200,S,F,F,F,2,79,Volusia,5,0,5.525,9,0,57.7,6.6,8895.3621,8895.3621077068
11129,2024,7,089031,08540000,CR-476/LK LINDSEY RD,CITRUS COUNTY LINE,4600,C,F,F,F,F,08,Hernando,7,1.783,3.931,9.5,0,55.1,6.9,3436.7718,3436.77181840049
11130,2024,4,865240,86060000,N/A,N/A,19200,C,F,F,F,A,86,Broward,4,5.973,7.049,9,0,53.7,28.3,1731.5961,1731.59611804503
11131,2024,5,702107,70001004,US-1 / SR-5,SR-405,3100,E,F,F,W,F,70,Brevard,5,0,0.118,9,0,99.9,4.2,190.5503,190.550304953124
11132,2024,5,758145,75000229,AVALON PARK BLVD,SR 50 / COLONIAL DR,22000,S,F,F,F,F,75,Orange,5,1.002,4.893,9,0,52.9,5.4,6264.9269,6264.92692070158
11133,2024,2,723229,74030000,DUVAL CO LINE,CR-15A/MICKLER ST,15400,C,F,F,F,A,74,Nassau,2,0,3.902,9,0,54.9,10.5,6279.3718,6279.37181210203
11134,2024,3,571705,57030000,Bridge No-570182,BUSINESS ENT/EXIT,44500,F,F,F,F,1,57,Okaloosa,3,5.852,8.043,9,0,61.9,4.8,3538.0341,3538.0340807732
11135,2024,4,867749,86004000,N/A,N/A,22500,F,F,F,F,F,86,Broward,4,4.105,5.097,9,0,53.7,8.2,1594.5628,1594.56275175653
11136,2024,2,720886,72290000,72290239 NB OFF,N/A,91500,C,F,F,F,F,72,Duval,2,0,2.25,8,0,51.7,13.6,3620.5018,3620.50178472764
11137,2024,5,758137,75000210,SR 527/ORANGE AVE,DAETWYLER DR,1150,F,F,F,F,1,75,Orange,5,0,1.927,9,0,52.9,24.1,3089.6411,3089.64110609552
11138,2024,4,862810,86095000,US-1/SR-5 SB,BEG BRIDGE 864121,7200,C,F,F,W,A,86,Broward,4,12.55,12.86,9,0,99.9,37.3,496.7384,496.738363357417
11139,2024,2,749107,74000015,CR-108,MIDDLE RD,400,R,F,F,F,F,74,Nassau,2,0,7.492,9.5,0,53.2,5.1,12073.8399,12073.8399330472
11140,2024,3,571707,57040000,4TH AVE,12TH AVE,46500,C,F,F,F,F,57,Okaloosa,3,3.039,4.611,9,0,52.4,3.9,2538.6655,2538.6655276908
11141,2024,3,580194,58060000,CR-399/TRACTOR TRL,ALABAMA STATE LINE,1250,C,F,F,F,A,58,Santa Rosa,3,24.422,26.002,9.5,0,55.2,8.3,2553.9999,2553.99986116233
11142,2024,2,724042,72290247,GORE AT PECAN PARK,GORE AT I-95 SB,6300,C,F,F,W,F,72,Duval,2,0,0.23,8,0,99.9,13.6,363.0904,363.090357726846
11143,2024,7,082701,08150001,N/A,SR-50/CORTEZ BLVD EB,6200,F,F,F,W,F,08,Hernando,7,0.18,1.163,10.5,0,99.9,5.5,1579.661,1579.66098747955
11144,2024,6,870082,87044000,SR-953/SW 42 AV,US-1/ SR-5,42500,C,F,F,F,F,87,Miami-Dade,6,7.733,8.466,9,0,52.7,6.4,1176.0262,1176.02623142687
11145,2024,3,580248,58100000,SR-87/HWY 87,WHITING FIELD ENT,7600,C,F,F,F,F,58,Santa Rosa,3,0,0.994,9,0,55.2,5.5,1601.0309,1601.03087694073
11146,2024,3,550025,55150000,US-90/SR10/US HWY 90,CR-151/CROMARTIE RD,1850,F,F,F,F,A,55,Leon,3,1.978,7.301,9.5,0,66.1,11.1,8568.9904,8568.99044011469
11147,2024,5,730261,73030000,N/A,ST JOHNS CO LINE,5900,S,F,F,F,2,73,Flagler,5,17.45,18.595,9,0,56.4,11,1842.1571,1842.15713106637
11148,2024,1,054022,05510000,N/A,N/A,1600,R,F,F,F,F,05,Glades,1,10.672,17.946,9.5,0,56.3,29.1,11689.404,11689.4040359261
11149,2024,5,752037,75280054,US 17/92/441 SOBT,I-4 / SR 400,15500,S,F,F,W,F,75,Orange,5,0,0.216,8,0,99.9,7.2,348.7583,348.758325071568
11150,2024,6,878687,87000958,NW 115 AVE,NW 107 AVE,2900,S,F,F,F,F,87,Miami-Dade,6,0,0.807,9,0,54.9,12.4,1297.949,1297.94895039281
11151,2024,4,869749,86000657,NW 31 AVE,NW 21 AVE,4700,F,F,F,F,F,86,Broward,4,0,1.028,9,0,53.7,8.2,1659.7522,1659.75220675441
11152,2024,5,798277,79000427,AIRPORT RD,GREENVALE DR,2200,C,F,F,F,F,79,Volusia,5,0,0.323,9,0,57.7,7.1,519.3908,519.390779901549
11153,2024,3,530006,53507000,SR-273/HWY 273,SR-2/HWY 2,500,F,F,F,F,F,53,Jackson,3,0,5.32,9.5,0,56.5,12.5,8576.0818,8576.08182517597
11154,2024,3,542618,54001018,CR-257/S SALT RD,I-10/SR-8 WB,450,F,F,F,W,F,54,Jefferson,3,0,0.27,9.5,0,99.9,11.9,429.6151,429.615130798182
11155,2024,2,724363,72280114,GORE AT 72070001,GORE AT I-95/SR-9,3700,C,F,F,W,F,72,Duval,2,0,0.137,8,0,99.9,13.6,214.0682,214.068150499956
11156,2024,5,750380,75050000,SR 91 / FLA TPKE NB,AVALON RD,37500,F,F,F,F,F,75,Orange,5,1.203,3.068,9,0,52.9,4.5,3002.5065,3002.50654848694
11157,2024,7,105361,10160000,W SLIGH AVE,W WATERS AVE,73500,C,F,F,F,A,10,Hillsborough,7,1.035,2.045,9,0,55.4,7.5,1624.9668,1624.9667912002
11158,2024,7,100089,10190000,CR-579/MANGO RD,Bridge No-100614,141500,S,F,F,F,2,10,Hillsborough,7,17.423,21.163,9,0,52.2,20.5,6021.8923,6021.89234584805
11159,2024,5,752308,75320019,RAMP 75470164,SR 429 SB,17500,C,F,F,W,F,75,Orange,5,0,0.238,8,0,99.9,4.5,381.7255,381.725491131053
11160,2024,6,871018,87037000,SR 112,SR A1A,38500,C,F,F,F,A,87,Miami-Dade,6,2.751,5.659,9,0,54.9,3.4,4677.409,4677.40903425032
11161,2024,5,752137,75002042,DALLAS BLVD,SR 528 WB,3300,C,F,F,W,F,75,Orange,5,0,0.261,9.5,0,99.9,4.5,412.805,412.805044061979
11162,2024,2,729151,72000097,CAHOON AVE,SYKE DR W,2100,V,F,F,F,F,72,Duval,2,0,0.677,9,0,54.9,2,1089.0731,1089.0731069944
11163,2024,1,040021,04040000,S ROGERS AVE,SR 31,27000,S,F,F,F,2,04,Desoto,1,14.108,15.147,9,0,55,17.6,1672.7335,1672.73349576707
11164,2024,4,864021,86070029,SR 818/GRIFFIN RD,NB I-95 @ 6.348 MP,11500,F,F,F,W,F,86,Broward,4,0,0.151,8,0,99.99,5.8,241.6348,241.634820000598
11165,2024,5,972077,70470001,SR 528 WB,SR 524 SB,3200,C,F,F,W,F,70,Brevard,8,0,0.205,9,0,99.9,16,335.3712,335.371205793457
11166,2024,5,754000,75280141,I-4 / SR 400 WB,SR 50,14500,S,F,F,W,F,75,Orange,5,0,0.094,8,0,99.9,4.5,160.5513,160.551264428391
11167,2024,5,758165,75000298,CRYSTAL LAKE DR,SEMORAN BLVD,5600,E,F,F,F,F,75,Orange,5,0,2.199,9,0,52.9,5.4,3541.0271,3541.02707163176
